node_id,true_label,Topic_Name,Paper_Title
514,5,Case Based,Case Based Study (Node #514)
515,4,Probabilistic Methods,Probabilistic Methods Study (Node #515)
516,5,Case Based,Case Based Study (Node #516)
517,5,Case Based,Case Based Study (Node #517)
518,3,Neural Networks,Neural Networks Study (Node #518)
519,1,Reinforcement Learning,Reinforcement Learning Study (Node #519)
520,3,Neural Networks,Neural Networks Study (Node #520)
521,3,Neural Networks,Neural Networks Study (Node #521)
522,4,Probabilistic Methods,Probabilistic Methods Study (Node #522)
523,4,Probabilistic Methods,Probabilistic Methods Study (Node #523)
524,2,Genetic Algorithms,Genetic Algorithms Study (Node #524)
525,0,Theory,Theory Study (Node #525)
526,2,Genetic Algorithms,Genetic Algorithms Study (Node #526)
527,0,Theory,Theory Study (Node #527)
528,5,Case Based,Case Based Study (Node #528)
529,4,Probabilistic Methods,Probabilistic Methods Study (Node #529)
530,0,Theory,Theory Study (Node #530)
531,0,Theory,Theory Study (Node #531)
532,3,Neural Networks,Neural Networks Study (Node #532)
533,2,Genetic Algorithms,Genetic Algorithms Study (Node #533)
534,2,Genetic Algorithms,Genetic Algorithms Study (Node #534)
535,2,Genetic Algorithms,Genetic Algorithms Study (Node #535)
536,2,Genetic Algorithms,Genetic Algorithms Study (Node #536)
537,6,Rule Learning,Rule Learning Study (Node #537)
538,4,Probabilistic Methods,Probabilistic Methods Study (Node #538)
539,6,Rule Learning,Rule Learning Study (Node #539)
540,5,Case Based,Case Based Study (Node #540)
541,5,Case Based,Case Based Study (Node #541)
542,1,Reinforcement Learning,Reinforcement Learning Study (Node #542)
543,0,Theory,Theory Study (Node #543)
544,0,Theory,Theory Study (Node #544)
545,4,Probabilistic Methods,Probabilistic Methods Study (Node #545)
546,3,Neural Networks,Neural Networks Study (Node #546)
547,3,Neural Networks,Neural Networks Study (Node #547)
548,1,Reinforcement Learning,Reinforcement Learning Study (Node #548)
549,3,Neural Networks,Neural Networks Study (Node #549)
550,6,Rule Learning,Rule Learning Study (Node #550)
551,6,Rule Learning,Rule Learning Study (Node #551)
552,2,Genetic Algorithms,Genetic Algorithms Study (Node #552)
553,3,Neural Networks,Neural Networks Study (Node #553)
554,3,Neural Networks,Neural Networks Study (Node #554)
555,3,Neural Networks,Neural Networks Study (Node #555)
556,1,Reinforcement Learning,Reinforcement Learning Study (Node #556)
557,2,Genetic Algorithms,Genetic Algorithms Study (Node #557)
558,2,Genetic Algorithms,Genetic Algorithms Study (Node #558)
559,5,Case Based,Case Based Study (Node #559)
560,4,Probabilistic Methods,Probabilistic Methods Study (Node #560)
561,3,Neural Networks,Neural Networks Study (Node #561)
562,2,Genetic Algorithms,Genetic Algorithms Study (Node #562)
563,1,Reinforcement Learning,Reinforcement Learning Study (Node #563)
564,2,Genetic Algorithms,Genetic Algorithms Study (Node #564)
565,2,Genetic Algorithms,Genetic Algorithms Study (Node #565)
566,3,Neural Networks,Neural Networks Study (Node #566)
567,2,Genetic Algorithms,Genetic Algorithms Study (Node #567)
568,3,Neural Networks,Neural Networks Study (Node #568)
569,2,Genetic Algorithms,Genetic Algorithms Study (Node #569)
570,3,Neural Networks,Neural Networks Study (Node #570)
571,3,Neural Networks,Neural Networks Study (Node #571)
572,0,Theory,Theory Study (Node #572)
573,5,Case Based,Case Based Study (Node #573)
574,3,Neural Networks,Neural Networks Study (Node #574)
575,3,Neural Networks,Neural Networks Study (Node #575)
576,3,Neural Networks,Neural Networks Study (Node #576)
577,4,Probabilistic Methods,Probabilistic Methods Study (Node #577)
578,5,Case Based,Case Based Study (Node #578)
579,3,Neural Networks,Neural Networks Study (Node #579)
580,2,Genetic Algorithms,Genetic Algorithms Study (Node #580)
581,1,Reinforcement Learning,Reinforcement Learning Study (Node #581)
582,4,Probabilistic Methods,Probabilistic Methods Study (Node #582)
583,4,Probabilistic Methods,Probabilistic Methods Study (Node #583)
584,4,Probabilistic Methods,Probabilistic Methods Study (Node #584)
585,4,Probabilistic Methods,Probabilistic Methods Study (Node #585)
586,0,Theory,Theory Study (Node #586)
587,5,Case Based,Case Based Study (Node #587)
588,4,Probabilistic Methods,Probabilistic Methods Study (Node #588)
589,1,Reinforcement Learning,Reinforcement Learning Study (Node #589)
590,3,Neural Networks,Neural Networks Study (Node #590)
591,0,Theory,Theory Study (Node #591)
592,3,Neural Networks,Neural Networks Study (Node #592)
593,4,Probabilistic Methods,Probabilistic Methods Study (Node #593)
594,6,Rule Learning,Rule Learning Study (Node #594)
595,3,Neural Networks,Neural Networks Study (Node #595)
596,6,Rule Learning,Rule Learning Study (Node #596)
597,3,Neural Networks,Neural Networks Study (Node #597)
598,3,Neural Networks,Neural Networks Study (Node #598)
599,3,Neural Networks,Neural Networks Study (Node #599)
600,6,Rule Learning,Rule Learning Study (Node #600)
601,3,Neural Networks,Neural Networks Study (Node #601)
602,4,Probabilistic Methods,Probabilistic Methods Study (Node #602)
603,3,Neural Networks,Neural Networks Study (Node #603)
604,6,Rule Learning,Rule Learning Study (Node #604)
605,3,Neural Networks,Neural Networks Study (Node #605)
606,0,Theory,Theory Study (Node #606)
607,3,Neural Networks,Neural Networks Study (Node #607)
608,1,Reinforcement Learning,Reinforcement Learning Study (Node #608)
609,2,Genetic Algorithms,Genetic Algorithms Study (Node #609)
610,5,Case Based,Case Based Study (Node #610)
611,6,Rule Learning,Rule Learning Study (Node #611)
612,5,Case Based,Case Based Study (Node #612)
613,2,Genetic Algorithms,Genetic Algorithms Study (Node #613)
614,0,Theory,Theory Study (Node #614)
615,2,Genetic Algorithms,Genetic Algorithms Study (Node #615)
616,2,Genetic Algorithms,Genetic Algorithms Study (Node #616)
617,3,Neural Networks,Neural Networks Study (Node #617)
618,3,Neural Networks,Neural Networks Study (Node #618)
619,0,Theory,Theory Study (Node #619)
620,3,Neural Networks,Neural Networks Study (Node #620)
621,5,Case Based,Case Based Study (Node #621)
622,3,Neural Networks,Neural Networks Study (Node #622)
623,4,Probabilistic Methods,Probabilistic Methods Study (Node #623)
624,0,Theory,Theory Study (Node #624)
625,3,Neural Networks,Neural Networks Study (Node #625)
626,2,Genetic Algorithms,Genetic Algorithms Study (Node #626)
627,4,Probabilistic Methods,Probabilistic Methods Study (Node #627)
628,5,Case Based,Case Based Study (Node #628)
629,2,Genetic Algorithms,Genetic Algorithms Study (Node #629)
630,3,Neural Networks,Neural Networks Study (Node #630)
631,2,Genetic Algorithms,Genetic Algorithms Study (Node #631)
632,2,Genetic Algorithms,Genetic Algorithms Study (Node #632)
633,3,Neural Networks,Neural Networks Study (Node #633)
634,5,Case Based,Case Based Study (Node #634)
635,2,Genetic Algorithms,Genetic Algorithms Study (Node #635)
636,0,Theory,Theory Study (Node #636)
637,3,Neural Networks,Neural Networks Study (Node #637)
638,4,Probabilistic Methods,Probabilistic Methods Study (Node #638)
639,3,Neural Networks,Neural Networks Study (Node #639)
640,3,Neural Networks,Neural Networks Study (Node #640)
641,3,Neural Networks,Neural Networks Study (Node #641)
642,0,Theory,Theory Study (Node #642)
643,5,Case Based,Case Based Study (Node #643)
644,5,Case Based,Case Based Study (Node #644)
645,5,Case Based,Case Based Study (Node #645)
646,5,Case Based,Case Based Study (Node #646)
647,5,Case Based,Case Based Study (Node #647)
648,5,Case Based,Case Based Study (Node #648)
649,3,Neural Networks,Neural Networks Study (Node #649)
650,2,Genetic Algorithms,Genetic Algorithms Study (Node #650)
651,0,Theory,Theory Study (Node #651)
652,4,Probabilistic Methods,Probabilistic Methods Study (Node #652)
653,3,Neural Networks,Neural Networks Study (Node #653)
654,4,Probabilistic Methods,Probabilistic Methods Study (Node #654)
655,1,Reinforcement Learning,Reinforcement Learning Study (Node #655)
656,1,Reinforcement Learning,Reinforcement Learning Study (Node #656)
657,2,Genetic Algorithms,Genetic Algorithms Study (Node #657)
658,3,Neural Networks,Neural Networks Study (Node #658)
659,0,Theory,Theory Study (Node #659)
660,1,Reinforcement Learning,Reinforcement Learning Study (Node #660)
661,5,Case Based,Case Based Study (Node #661)
662,3,Neural Networks,Neural Networks Study (Node #662)
663,6,Rule Learning,Rule Learning Study (Node #663)
664,3,Neural Networks,Neural Networks Study (Node #664)
665,4,Probabilistic Methods,Probabilistic Methods Study (Node #665)
666,0,Theory,Theory Study (Node #666)
667,0,Theory,Theory Study (Node #667)
668,5,Case Based,Case Based Study (Node #668)
669,3,Neural Networks,Neural Networks Study (Node #669)
670,3,Neural Networks,Neural Networks Study (Node #670)
671,5,Case Based,Case Based Study (Node #671)
672,2,Genetic Algorithms,Genetic Algorithms Study (Node #672)
673,3,Neural Networks,Neural Networks Study (Node #673)
674,3,Neural Networks,Neural Networks Study (Node #674)
675,4,Probabilistic Methods,Probabilistic Methods Study (Node #675)
676,5,Case Based,Case Based Study (Node #676)
677,4,Probabilistic Methods,Probabilistic Methods Study (Node #677)
678,3,Neural Networks,Neural Networks Study (Node #678)
679,0,Theory,Theory Study (Node #679)
680,0,Theory,Theory Study (Node #680)
681,3,Neural Networks,Neural Networks Study (Node #681)
682,6,Rule Learning,Rule Learning Study (Node #682)
683,1,Reinforcement Learning,Reinforcement Learning Study (Node #683)
684,2,Genetic Algorithms,Genetic Algorithms Study (Node #684)
685,1,Reinforcement Learning,Reinforcement Learning Study (Node #685)
686,2,Genetic Algorithms,Genetic Algorithms Study (Node #686)
687,2,Genetic Algorithms,Genetic Algorithms Study (Node #687)
688,4,Probabilistic Methods,Probabilistic Methods Study (Node #688)
689,2,Genetic Algorithms,Genetic Algorithms Study (Node #689)
690,3,Neural Networks,Neural Networks Study (Node #690)
691,4,Probabilistic Methods,Probabilistic Methods Study (Node #691)
692,3,Neural Networks,Neural Networks Study (Node #692)
693,0,Theory,Theory Study (Node #693)
694,5,Case Based,Case Based Study (Node #694)
695,3,Neural Networks,Neural Networks Study (Node #695)
696,3,Neural Networks,Neural Networks Study (Node #696)
697,3,Neural Networks,Neural Networks Study (Node #697)
698,4,Probabilistic Methods,Probabilistic Methods Study (Node #698)
699,3,Neural Networks,Neural Networks Study (Node #699)
700,3,Neural Networks,Neural Networks Study (Node #700)
701,5,Case Based,Case Based Study (Node #701)
702,6,Rule Learning,Rule Learning Study (Node #702)
703,5,Case Based,Case Based Study (Node #703)
704,2,Genetic Algorithms,Genetic Algorithms Study (Node #704)
705,4,Probabilistic Methods,Probabilistic Methods Study (Node #705)
706,4,Probabilistic Methods,Probabilistic Methods Study (Node #706)
707,0,Theory,Theory Study (Node #707)
708,3,Neural Networks,Neural Networks Study (Node #708)
709,5,Case Based,Case Based Study (Node #709)
710,3,Neural Networks,Neural Networks Study (Node #710)
711,0,Theory,Theory Study (Node #711)
712,6,Rule Learning,Rule Learning Study (Node #712)
713,3,Neural Networks,Neural Networks Study (Node #713)
714,4,Probabilistic Methods,Probabilistic Methods Study (Node #714)
715,4,Probabilistic Methods,Probabilistic Methods Study (Node #715)
716,3,Neural Networks,Neural Networks Study (Node #716)
717,0,Theory,Theory Study (Node #717)
718,0,Theory,Theory Study (Node #718)
719,1,Reinforcement Learning,Reinforcement Learning Study (Node #719)
720,5,Case Based,Case Based Study (Node #720)
721,2,Genetic Algorithms,Genetic Algorithms Study (Node #721)
722,3,Neural Networks,Neural Networks Study (Node #722)
723,2,Genetic Algorithms,Genetic Algorithms Study (Node #723)
724,6,Rule Learning,Rule Learning Study (Node #724)
725,0,Theory,Theory Study (Node #725)
726,4,Probabilistic Methods,Probabilistic Methods Study (Node #726)
727,3,Neural Networks,Neural Networks Study (Node #727)
728,5,Case Based,Case Based Study (Node #728)
729,3,Neural Networks,Neural Networks Study (Node #729)
730,0,Theory,Theory Study (Node #730)
731,0,Theory,Theory Study (Node #731)
732,2,Genetic Algorithms,Genetic Algorithms Study (Node #732)
733,0,Theory,Theory Study (Node #733)
734,0,Theory,Theory Study (Node #734)
735,5,Case Based,Case Based Study (Node #735)
736,0,Theory,Theory Study (Node #736)
737,5,Case Based,Case Based Study (Node #737)
738,0,Theory,Theory Study (Node #738)
739,5,Case Based,Case Based Study (Node #739)
740,4,Probabilistic Methods,Probabilistic Methods Study (Node #740)
741,1,Reinforcement Learning,Reinforcement Learning Study (Node #741)
742,2,Genetic Algorithms,Genetic Algorithms Study (Node #742)
743,3,Neural Networks,Neural Networks Study (Node #743)
744,2,Genetic Algorithms,Genetic Algorithms Study (Node #744)
745,3,Neural Networks,Neural Networks Study (Node #745)
746,3,Neural Networks,Neural Networks Study (Node #746)
747,5,Case Based,Case Based Study (Node #747)
748,2,Genetic Algorithms,Genetic Algorithms Study (Node #748)
749,4,Probabilistic Methods,Probabilistic Methods Study (Node #749)
750,5,Case Based,Case Based Study (Node #750)
751,0,Theory,Theory Study (Node #751)
752,2,Genetic Algorithms,Genetic Algorithms Study (Node #752)
753,0,Theory,Theory Study (Node #753)
754,2,Genetic Algorithms,Genetic Algorithms Study (Node #754)
755,5,Case Based,Case Based Study (Node #755)
756,3,Neural Networks,Neural Networks Study (Node #756)
757,2,Genetic Algorithms,Genetic Algorithms Study (Node #757)
758,2,Genetic Algorithms,Genetic Algorithms Study (Node #758)
759,4,Probabilistic Methods,Probabilistic Methods Study (Node #759)
760,2,Genetic Algorithms,Genetic Algorithms Study (Node #760)
761,4,Probabilistic Methods,Probabilistic Methods Study (Node #761)
762,2,Genetic Algorithms,Genetic Algorithms Study (Node #762)
763,0,Theory,Theory Study (Node #763)
764,2,Genetic Algorithms,Genetic Algorithms Study (Node #764)
765,3,Neural Networks,Neural Networks Study (Node #765)
766,3,Neural Networks,Neural Networks Study (Node #766)
767,0,Theory,Theory Study (Node #767)
768,3,Neural Networks,Neural Networks Study (Node #768)
769,0,Theory,Theory Study (Node #769)
770,3,Neural Networks,Neural Networks Study (Node #770)
771,0,Theory,Theory Study (Node #771)
772,6,Rule Learning,Rule Learning Study (Node #772)
773,1,Reinforcement Learning,Reinforcement Learning Study (Node #773)
774,4,Probabilistic Methods,Probabilistic Methods Study (Node #774)
775,3,Neural Networks,Neural Networks Study (Node #775)
776,4,Probabilistic Methods,Probabilistic Methods Study (Node #776)
777,0,Theory,Theory Study (Node #777)
778,6,Rule Learning,Rule Learning Study (Node #778)
779,6,Rule Learning,Rule Learning Study (Node #779)
780,4,Probabilistic Methods,Probabilistic Methods Study (Node #780)
781,3,Neural Networks,Neural Networks Study (Node #781)
782,4,Probabilistic Methods,Probabilistic Methods Study (Node #782)
783,4,Probabilistic Methods,Probabilistic Methods Study (Node #783)
784,3,Neural Networks,Neural Networks Study (Node #784)
785,3,Neural Networks,Neural Networks Study (Node #785)
786,4,Probabilistic Methods,Probabilistic Methods Study (Node #786)
787,4,Probabilistic Methods,Probabilistic Methods Study (Node #787)
788,3,Neural Networks,Neural Networks Study (Node #788)
789,4,Probabilistic Methods,Probabilistic Methods Study (Node #789)
790,3,Neural Networks,Neural Networks Study (Node #790)
791,3,Neural Networks,Neural Networks Study (Node #791)
792,3,Neural Networks,Neural Networks Study (Node #792)
793,5,Case Based,Case Based Study (Node #793)
794,0,Theory,Theory Study (Node #794)
795,3,Neural Networks,Neural Networks Study (Node #795)
796,2,Genetic Algorithms,Genetic Algorithms Study (Node #796)
797,2,Genetic Algorithms,Genetic Algorithms Study (Node #797)
798,4,Probabilistic Methods,Probabilistic Methods Study (Node #798)
799,3,Neural Networks,Neural Networks Study (Node #799)
800,2,Genetic Algorithms,Genetic Algorithms Study (Node #800)
801,5,Case Based,Case Based Study (Node #801)
802,4,Probabilistic Methods,Probabilistic Methods Study (Node #802)
803,5,Case Based,Case Based Study (Node #803)
804,4,Probabilistic Methods,Probabilistic Methods Study (Node #804)
805,4,Probabilistic Methods,Probabilistic Methods Study (Node #805)
806,2,Genetic Algorithms,Genetic Algorithms Study (Node #806)
807,5,Case Based,Case Based Study (Node #807)
808,4,Probabilistic Methods,Probabilistic Methods Study (Node #808)
809,0,Theory,Theory Study (Node #809)
810,4,Probabilistic Methods,Probabilistic Methods Study (Node #810)
811,3,Neural Networks,Neural Networks Study (Node #811)
812,3,Neural Networks,Neural Networks Study (Node #812)
813,4,Probabilistic Methods,Probabilistic Methods Study (Node #813)
814,4,Probabilistic Methods,Probabilistic Methods Study (Node #814)
815,0,Theory,Theory Study (Node #815)
816,5,Case Based,Case Based Study (Node #816)
817,2,Genetic Algorithms,Genetic Algorithms Study (Node #817)
818,3,Neural Networks,Neural Networks Study (Node #818)
819,2,Genetic Algorithms,Genetic Algorithms Study (Node #819)
820,2,Genetic Algorithms,Genetic Algorithms Study (Node #820)
821,3,Neural Networks,Neural Networks Study (Node #821)
822,5,Case Based,Case Based Study (Node #822)
823,2,Genetic Algorithms,Genetic Algorithms Study (Node #823)
824,2,Genetic Algorithms,Genetic Algorithms Study (Node #824)
825,2,Genetic Algorithms,Genetic Algorithms Study (Node #825)
826,5,Case Based,Case Based Study (Node #826)
827,3,Neural Networks,Neural Networks Study (Node #827)
828,4,Probabilistic Methods,Probabilistic Methods Study (Node #828)
829,1,Reinforcement Learning,Reinforcement Learning Study (Node #829)
830,6,Rule Learning,Rule Learning Study (Node #830)
831,1,Reinforcement Learning,Reinforcement Learning Study (Node #831)
832,3,Neural Networks,Neural Networks Study (Node #832)
833,3,Neural Networks,Neural Networks Study (Node #833)
834,1,Reinforcement Learning,Reinforcement Learning Study (Node #834)
835,3,Neural Networks,Neural Networks Study (Node #835)
836,3,Neural Networks,Neural Networks Study (Node #836)
837,4,Probabilistic Methods,Probabilistic Methods Study (Node #837)
838,0,Theory,Theory Study (Node #838)
839,0,Theory,Theory Study (Node #839)
840,5,Case Based,Case Based Study (Node #840)
841,3,Neural Networks,Neural Networks Study (Node #841)
842,0,Theory,Theory Study (Node #842)
843,3,Neural Networks,Neural Networks Study (Node #843)
844,5,Case Based,Case Based Study (Node #844)
845,3,Neural Networks,Neural Networks Study (Node #845)
846,3,Neural Networks,Neural Networks Study (Node #846)
847,6,Rule Learning,Rule Learning Study (Node #847)
848,2,Genetic Algorithms,Genetic Algorithms Study (Node #848)
849,4,Probabilistic Methods,Probabilistic Methods Study (Node #849)
850,6,Rule Learning,Rule Learning Study (Node #850)
851,0,Theory,Theory Study (Node #851)
852,0,Theory,Theory Study (Node #852)
853,2,Genetic Algorithms,Genetic Algorithms Study (Node #853)
854,4,Probabilistic Methods,Probabilistic Methods Study (Node #854)
855,3,Neural Networks,Neural Networks Study (Node #855)
856,4,Probabilistic Methods,Probabilistic Methods Study (Node #856)
857,4,Probabilistic Methods,Probabilistic Methods Study (Node #857)
858,0,Theory,Theory Study (Node #858)
859,2,Genetic Algorithms,Genetic Algorithms Study (Node #859)
860,2,Genetic Algorithms,Genetic Algorithms Study (Node #860)
861,0,Theory,Theory Study (Node #861)
862,4,Probabilistic Methods,Probabilistic Methods Study (Node #862)
863,0,Theory,Theory Study (Node #863)
864,1,Reinforcement Learning,Reinforcement Learning Study (Node #864)
865,3,Neural Networks,Neural Networks Study (Node #865)
866,3,Neural Networks,Neural Networks Study (Node #866)
867,2,Genetic Algorithms,Genetic Algorithms Study (Node #867)
868,3,Neural Networks,Neural Networks Study (Node #868)
869,3,Neural Networks,Neural Networks Study (Node #869)
870,3,Neural Networks,Neural Networks Study (Node #870)
871,2,Genetic Algorithms,Genetic Algorithms Study (Node #871)
872,4,Probabilistic Methods,Probabilistic Methods Study (Node #872)
873,0,Theory,Theory Study (Node #873)
874,3,Neural Networks,Neural Networks Study (Node #874)
875,3,Neural Networks,Neural Networks Study (Node #875)
876,1,Reinforcement Learning,Reinforcement Learning Study (Node #876)
877,3,Neural Networks,Neural Networks Study (Node #877)
878,5,Case Based,Case Based Study (Node #878)
879,3,Neural Networks,Neural Networks Study (Node #879)
880,0,Theory,Theory Study (Node #880)
881,2,Genetic Algorithms,Genetic Algorithms Study (Node #881)
882,2,Genetic Algorithms,Genetic Algorithms Study (Node #882)
883,2,Genetic Algorithms,Genetic Algorithms Study (Node #883)
884,4,Probabilistic Methods,Probabilistic Methods Study (Node #884)
885,5,Case Based,Case Based Study (Node #885)
886,3,Neural Networks,Neural Networks Study (Node #886)
887,1,Reinforcement Learning,Reinforcement Learning Study (Node #887)
888,0,Theory,Theory Study (Node #888)
889,2,Genetic Algorithms,Genetic Algorithms Study (Node #889)
890,5,Case Based,Case Based Study (Node #890)
891,6,Rule Learning,Rule Learning Study (Node #891)
892,3,Neural Networks,Neural Networks Study (Node #892)
893,4,Probabilistic Methods,Probabilistic Methods Study (Node #893)
894,3,Neural Networks,Neural Networks Study (Node #894)
895,0,Theory,Theory Study (Node #895)
896,5,Case Based,Case Based Study (Node #896)
897,0,Theory,Theory Study (Node #897)
898,6,Rule Learning,Rule Learning Study (Node #898)
899,3,Neural Networks,Neural Networks Study (Node #899)
900,3,Neural Networks,Neural Networks Study (Node #900)
901,0,Theory,Theory Study (Node #901)
902,2,Genetic Algorithms,Genetic Algorithms Study (Node #902)
903,5,Case Based,Case Based Study (Node #903)
904,5,Case Based,Case Based Study (Node #904)
905,2,Genetic Algorithms,Genetic Algorithms Study (Node #905)
906,4,Probabilistic Methods,Probabilistic Methods Study (Node #906)
907,6,Rule Learning,Rule Learning Study (Node #907)
908,6,Rule Learning,Rule Learning Study (Node #908)
909,3,Neural Networks,Neural Networks Study (Node #909)
910,1,Reinforcement Learning,Reinforcement Learning Study (Node #910)
911,4,Probabilistic Methods,Probabilistic Methods Study (Node #911)
912,4,Probabilistic Methods,Probabilistic Methods Study (Node #912)
913,5,Case Based,Case Based Study (Node #913)
914,3,Neural Networks,Neural Networks Study (Node #914)
915,2,Genetic Algorithms,Genetic Algorithms Study (Node #915)
916,3,Neural Networks,Neural Networks Study (Node #916)
917,0,Theory,Theory Study (Node #917)
918,3,Neural Networks,Neural Networks Study (Node #918)
919,2,Genetic Algorithms,Genetic Algorithms Study (Node #919)
920,3,Neural Networks,Neural Networks Study (Node #920)
921,6,Rule Learning,Rule Learning Study (Node #921)
922,4,Probabilistic Methods,Probabilistic Methods Study (Node #922)
923,3,Neural Networks,Neural Networks Study (Node #923)
924,4,Probabilistic Methods,Probabilistic Methods Study (Node #924)
925,5,Case Based,Case Based Study (Node #925)
926,3,Neural Networks,Neural Networks Study (Node #926)
927,3,Neural Networks,Neural Networks Study (Node #927)
928,3,Neural Networks,Neural Networks Study (Node #928)
929,2,Genetic Algorithms,Genetic Algorithms Study (Node #929)
930,3,Neural Networks,Neural Networks Study (Node #930)
931,2,Genetic Algorithms,Genetic Algorithms Study (Node #931)
932,3,Neural Networks,Neural Networks Study (Node #932)
933,2,Genetic Algorithms,Genetic Algorithms Study (Node #933)
934,4,Probabilistic Methods,Probabilistic Methods Study (Node #934)
935,5,Case Based,Case Based Study (Node #935)
936,2,Genetic Algorithms,Genetic Algorithms Study (Node #936)
937,1,Reinforcement Learning,Reinforcement Learning Study (Node #937)
938,3,Neural Networks,Neural Networks Study (Node #938)
939,6,Rule Learning,Rule Learning Study (Node #939)
940,5,Case Based,Case Based Study (Node #940)
941,5,Case Based,Case Based Study (Node #941)
942,3,Neural Networks,Neural Networks Study (Node #942)
943,4,Probabilistic Methods,Probabilistic Methods Study (Node #943)
944,3,Neural Networks,Neural Networks Study (Node #944)
945,1,Reinforcement Learning,Reinforcement Learning Study (Node #945)
946,4,Probabilistic Methods,Probabilistic Methods Study (Node #946)
947,4,Probabilistic Methods,Probabilistic Methods Study (Node #947)
948,0,Theory,Theory Study (Node #948)
949,4,Probabilistic Methods,Probabilistic Methods Study (Node #949)
950,6,Rule Learning,Rule Learning Study (Node #950)
951,2,Genetic Algorithms,Genetic Algorithms Study (Node #951)
952,3,Neural Networks,Neural Networks Study (Node #952)
953,3,Neural Networks,Neural Networks Study (Node #953)
954,4,Probabilistic Methods,Probabilistic Methods Study (Node #954)
955,6,Rule Learning,Rule Learning Study (Node #955)
956,4,Probabilistic Methods,Probabilistic Methods Study (Node #956)
957,2,Genetic Algorithms,Genetic Algorithms Study (Node #957)
958,1,Reinforcement Learning,Reinforcement Learning Study (Node #958)
959,3,Neural Networks,Neural Networks Study (Node #959)
960,3,Neural Networks,Neural Networks Study (Node #960)
961,3,Neural Networks,Neural Networks Study (Node #961)
962,3,Neural Networks,Neural Networks Study (Node #962)
963,4,Probabilistic Methods,Probabilistic Methods Study (Node #963)
964,0,Theory,Theory Study (Node #964)
965,0,Theory,Theory Study (Node #965)
966,0,Theory,Theory Study (Node #966)
967,3,Neural Networks,Neural Networks Study (Node #967)
968,1,Reinforcement Learning,Reinforcement Learning Study (Node #968)
969,2,Genetic Algorithms,Genetic Algorithms Study (Node #969)
970,2,Genetic Algorithms,Genetic Algorithms Study (Node #970)
971,5,Case Based,Case Based Study (Node #971)
972,3,Neural Networks,Neural Networks Study (Node #972)
973,5,Case Based,Case Based Study (Node #973)
974,3,Neural Networks,Neural Networks Study (Node #974)
975,0,Theory,Theory Study (Node #975)
976,2,Genetic Algorithms,Genetic Algorithms Study (Node #976)
977,2,Genetic Algorithms,Genetic Algorithms Study (Node #977)
978,2,Genetic Algorithms,Genetic Algorithms Study (Node #978)
979,3,Neural Networks,Neural Networks Study (Node #979)
980,1,Reinforcement Learning,Reinforcement Learning Study (Node #980)
981,3,Neural Networks,Neural Networks Study (Node #981)
982,3,Neural Networks,Neural Networks Study (Node #982)
983,4,Probabilistic Methods,Probabilistic Methods Study (Node #983)
984,4,Probabilistic Methods,Probabilistic Methods Study (Node #984)
985,2,Genetic Algorithms,Genetic Algorithms Study (Node #985)
986,3,Neural Networks,Neural Networks Study (Node #986)
987,3,Neural Networks,Neural Networks Study (Node #987)
988,3,Neural Networks,Neural Networks Study (Node #988)
989,0,Theory,Theory Study (Node #989)
990,3,Neural Networks,Neural Networks Study (Node #990)
991,6,Rule Learning,Rule Learning Study (Node #991)
992,0,Theory,Theory Study (Node #992)
993,6,Rule Learning,Rule Learning Study (Node #993)
994,3,Neural Networks,Neural Networks Study (Node #994)
995,5,Case Based,Case Based Study (Node #995)
996,4,Probabilistic Methods,Probabilistic Methods Study (Node #996)
997,3,Neural Networks,Neural Networks Study (Node #997)
998,2,Genetic Algorithms,Genetic Algorithms Study (Node #998)
999,2,Genetic Algorithms,Genetic Algorithms Study (Node #999)
1000,3,Neural Networks,Neural Networks Study (Node #1000)
1001,4,Probabilistic Methods,Probabilistic Methods Study (Node #1001)
1002,3,Neural Networks,Neural Networks Study (Node #1002)
1003,2,Genetic Algorithms,Genetic Algorithms Study (Node #1003)
1004,3,Neural Networks,Neural Networks Study (Node #1004)
1005,3,Neural Networks,Neural Networks Study (Node #1005)
1006,0,Theory,Theory Study (Node #1006)
1007,2,Genetic Algorithms,Genetic Algorithms Study (Node #1007)
1008,0,Theory,Theory Study (Node #1008)
1009,1,Reinforcement Learning,Reinforcement Learning Study (Node #1009)
1010,4,Probabilistic Methods,Probabilistic Methods Study (Node #1010)
1011,1,Reinforcement Learning,Reinforcement Learning Study (Node #1011)
1012,4,Probabilistic Methods,Probabilistic Methods Study (Node #1012)
1013,0,Theory,Theory Study (Node #1013)
1014,3,Neural Networks,Neural Networks Study (Node #1014)
1015,4,Probabilistic Methods,Probabilistic Methods Study (Node #1015)
1016,3,Neural Networks,Neural Networks Study (Node #1016)
1017,3,Neural Networks,Neural Networks Study (Node #1017)
1018,4,Probabilistic Methods,Probabilistic Methods Study (Node #1018)
1019,3,Neural Networks,Neural Networks Study (Node #1019)
1020,3,Neural Networks,Neural Networks Study (Node #1020)
1021,4,Probabilistic Methods,Probabilistic Methods Study (Node #1021)
1022,5,Case Based,Case Based Study (Node #1022)
1023,3,Neural Networks,Neural Networks Study (Node #1023)
1024,3,Neural Networks,Neural Networks Study (Node #1024)
1025,0,Theory,Theory Study (Node #1025)
1026,3,Neural Networks,Neural Networks Study (Node #1026)
1027,6,Rule Learning,Rule Learning Study (Node #1027)
1028,5,Case Based,Case Based Study (Node #1028)
